sample_id,source,ionizable_lipid,helper_lipid,cell_line,cargo,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,Frac_sp3C,NP_ratio,size_nm,zeta_mV,PDI,pKa,MW_IL,n_amines,transfection_pct,efficacy_binary,efficacy_label
LNP_05277,Whitehead2014,OF-02,DSPC,PC3,mRNA,35.78,11.48,0.92,51.82,0.6414,7.98,103.7,-10.48,0.2282,5.54,704.9,1,49.38,1,High
LNP_05278,Semple2010,DODAP,DPPC,A549,pDNA,41.1,13.96,1.74,43.2,0.7256,2.34,101.7,-11.45,0.1879,7.14,765.2,2,38.92,0,Low
LNP_05279,Miao2020,Lipid5,DSPE,HEK293,mRNA,40.23,9.57,1.87,48.32,0.6068,4.15,87.5,-15.39,0.2009,6.3,458.0,2,32.2,0,Low
LNP_05280,Kauffman2015,FTT5,DPPC,Huh7,siRNA,40.15,17.75,2.5,39.61,0.4061,2.46,128.3,-2.0,0.1943,7.24,580.4,2,29.03,0,Low
LNP_05281,Jayaraman2012,C12-200,DPPC,RAW264.7,siRNA,40.83,14.81,2.01,42.36,0.5637,2.91,82.6,-19.59,0.0833,5.49,831.7,4,38.68,0,Low
LNP_05282,Hassett2019,Lipid5,DOPC,RAW264.7,siRNA,43.08,12.04,2.79,42.09,0.6192,11.39,105.7,-16.8,0.2813,6.37,564.2,2,68.03,1,High
LNP_05283,Sabnis2018,IM23,DOPE,RAW264.7,mRNA,42.94,11.03,1.78,44.24,0.3868,3.93,89.4,-4.61,0.0729,5.77,792.5,2,46.45,0,Low
LNP_05284,Jayaraman2012,IM23,DOPC,HeLa,siRNA,38.99,10.69,0.89,49.43,0.6769,4.36,65.7,-24.97,0.0959,4.5,687.8,2,12.93,0,Low
LNP_05285,Kauffman2015,Lipid5,DOPE,Jurkat,siRNA,36.95,12.67,1.53,48.85,0.6405,6.05,65.5,-7.55,0.1189,6.26,568.2,2,67.37,1,High
LNP_05286,Miao2020,OF-02,DSPC,HeLa,mRNA,34.38,10.69,2.1,52.83,0.7285,2.37,100.6,-22.14,0.1915,6.17,599.0,1,58.75,1,High
LNP_05287,Semple2010,DODAP,DOPC,A549,mRNA,35.1,13.5,2.71,48.69,0.8095,4.9,77.2,-2.08,0.2425,6.6,379.8,4,67.85,1,High
LNP_05288,BioNTech2021,Lipid5,DPPC,Huh7,siRNA,39.24,16.97,2.17,41.62,0.4007,6.17,87.6,-2.04,0.1659,6.68,465.3,2,47.59,0,Low
LNP_05289,Miao2020,DODAP,DPPC,PC3,pDNA,38.28,11.22,1.05,49.46,0.5633,4.65,94.3,-4.45,0.1888,5.92,415.5,4,60.64,1,High
LNP_05290,Sabnis2018,DOTAP,DOPC,MCF7,siRNA,40.77,11.92,1.56,45.75,0.832,2.19,133.3,-6.69,0.069,6.84,492.1,2,78.13,1,High
LNP_05291,Sabnis2018,C12-200,DOPC,MCF7,pDNA,35.78,15.15,3.98,45.1,0.769,7.51,87.6,7.37,0.1307,7.32,724.0,3,28.76,0,Low
LNP_05292,Dahlman2014,A2-Iso5-2DC18,DSPC,Jurkat,mRNA,38.29,13.23,0.74,47.74,0.528,3.5,124.1,-4.31,0.1218,6.07,585.0,2,51.93,1,High
LNP_05293,Fenton2016,OF-02,DOPC,Jurkat,ASO,36.1,16.91,3.22,43.77,0.713,3.87,181.4,-7.46,0.1642,6.53,580.6,1,40.86,0,Low
LNP_05294,Kauffman2015,DOTAP,DPPC,MCF7,siRNA,35.28,17.26,0.71,46.76,0.461,4.91,85.1,-9.7,0.0683,6.87,773.8,2,39.91,0,Low
LNP_05295,BioNTech2021,OF-02,DSPC,RAW264.7,siRNA,43.94,13.71,2.41,39.94,0.4776,8.5,76.5,-9.4,0.2354,6.95,687.4,3,31.68,0,Low
LNP_05296,Kulkarni2019,DODAP,DOPC,Huh7,mRNA,45.19,13.66,2.01,39.15,0.5118,1.84,103.6,-16.93,0.1734,5.79,770.3,3,51.83,1,High
LNP_05297,Hassett2019,LP01,DOPC,RAW264.7,pDNA,35.52,14.63,2.29,47.56,0.4127,7.01,58.6,1.14,0.1505,6.22,567.9,2,29.13,0,Low
LNP_05298,Fenton2016,MC3,DSPC,HeLa,pDNA,39.36,18.66,0.93,41.05,0.466,11.92,92.8,-12.31,0.1441,7.16,487.6,3,46.9,1,High
LNP_05299,Patel2017,SM-102,DSPE,Jurkat,pDNA,42.89,10.9,1.27,44.95,0.3388,2.46,172.7,-10.66,0.0952,5.33,662.8,2,20.07,0,Low
LNP_05300,Kauffman2015,LP01,DOPE,RAW264.7,pDNA,48.45,16.73,2.11,32.71,0.5083,7.46,86.9,-10.46,0.1978,6.85,594.2,1,21.07,0,Low
LNP_05301,Kulkarni2019,cKK-E12,DPPC,MCF7,siRNA,40.21,15.76,2.02,42.01,0.3465,2.23,110.3,-3.54,0.0821,7.09,509.6,1,41.56,0,Low
LNP_05302,Oberli2017,OF-02,DSPE,Jurkat,mRNA,36.03,11.96,2.26,49.76,0.7241,3.44,95.2,5.36,0.1689,6.29,924.0,2,52.49,1,High
LNP_05303,Semple2010,FTT5,DSPE,HeLa,siRNA,46.66,19.09,2.99,31.27,0.4705,1.31,75.5,-8.64,0.2246,5.72,657.5,2,29.48,0,Low
LNP_05304,Kauffman2015,IM23,DPPC,Jurkat,pDNA,35.32,13.65,2.27,48.77,0.3513,7.92,53.2,-9.92,0.1224,6.02,599.0,2,54.33,1,High
LNP_05305,Miao2020,DOTAP,DSPE,MCF7,mRNA,40.9,15.01,1.29,42.8,0.5885,4.82,86.2,8.41,0.1735,7.15,651.8,2,44.68,0,Low
LNP_05306,Fenton2016,L319,DSPC,Jurkat,mRNA,48.58,15.72,2.06,33.64,0.684,5.84,85.9,4.74,0.1255,7.19,512.7,3,42.24,0,Low
LNP_05307,Sabnis2018,IM23,DPPC,HeLa,siRNA,34.79,14.62,0.9,49.69,0.6076,3.97,50.0,-12.34,0.1678,6.83,736.8,3,35.73,0,Low
LNP_05308,Moderna2021,IM23,DOPE,MCF7,pDNA,40.5,18.98,2.88,37.64,0.5423,6.63,83.6,-2.05,0.1133,7.09,384.3,4,58.27,0,Low
LNP_05309,Miao2020,DODAP,DSPC,PC3,siRNA,40.32,12.62,1.31,45.75,0.6266,2.33,75.4,-5.05,0.1227,6.49,626.9,2,43.28,0,Low
LNP_05310,Oberli2017,FTT5,DOPE,Jurkat,ASO,51.12,12.02,1.4,35.46,0.3416,6.78,50.7,-8.07,0.0853,6.25,520.3,2,41.33,0,Low
LNP_05311,Moderna2021,LP01,DOPE,RAW264.7,mRNA,44.36,16.7,1.45,37.49,0.4821,3.22,96.3,-12.55,0.1805,6.09,613.6,1,42.92,0,Low
LNP_05312,Semple2010,L319,DSPC,HEK293,siRNA,45.92,14.35,1.95,37.77,0.4616,4.03,65.1,8.39,0.157,7.75,735.0,4,30.47,0,Low
LNP_05313,Miao2020,cKK-E12,DOPC,HeLa,ASO,45.22,13.5,1.03,40.25,0.4559,2.8,58.8,-0.55,0.2221,7.28,571.8,3,57.97,1,High
LNP_05314,Patel2017,Lipid5,DSPE,A549,siRNA,46.56,13.03,0.57,39.84,0.5807,5.09,99.2,10.34,0.1189,6.84,721.8,3,62.09,1,High
LNP_05315,Li2015,A2-Iso5-2DC18,DSPC,RAW264.7,pDNA,40.74,10.22,1.09,47.95,0.352,1.77,73.4,2.72,0.1913,6.91,365.1,1,18.79,0,Low
LNP_05316,Dahlman2014,ALC-0315,DSPE,Jurkat,siRNA,45.85,12.86,3.28,38.01,0.6642,4.63,115.1,9.21,0.1418,6.47,760.2,1,32.66,0,Low
LNP_05317,BioNTech2021,FTT5,DOPC,HeLa,siRNA,38.96,12.65,1.6,46.8,0.3436,7.92,81.0,-0.23,0.0991,5.75,698.8,3,69.91,1,High
LNP_05318,Semple2010,IM23,DOPC,HEK293,siRNA,34.35,14.14,1.35,50.16,0.5594,5.36,81.1,-17.64,0.0543,4.8,792.4,2,28.53,0,Low
LNP_05319,Li2015,DOTAP,DPPC,RAW264.7,pDNA,51.04,13.32,1.97,33.66,0.6919,6.3,82.5,3.08,0.1114,6.62,688.5,2,38.88,0,Low
LNP_05320,Dahlman2014,DOTAP,DSPE,A549,mRNA,48.32,13.98,1.35,36.36,0.5988,4.08,84.9,-5.43,0.2256,6.09,350.0,2,35.15,0,Low
LNP_05321,Whitehead2014,cKK-E12,DSPE,A549,mRNA,48.37,15.41,1.57,34.65,0.3941,3.92,98.5,-2.26,0.1003,5.8,655.4,2,32.26,0,Low
LNP_05322,Jayaraman2012,L319,DOPE,Jurkat,mRNA,44.43,19.78,1.5,34.29,0.6594,4.0,111.5,2.71,0.1147,5.23,704.1,1,35.78,0,Low
LNP_05323,Fenton2016,A2-Iso5-2DC18,DSPC,HeLa,siRNA,51.28,12.47,2.06,34.19,0.4004,5.1,77.5,-4.85,0.294,5.7,718.4,4,19.51,0,Low
LNP_05324,Kulkarni2019,LP01,DPPC,PC3,siRNA,43.36,16.07,0.75,39.82,0.7259,8.71,72.4,-6.37,0.3561,6.27,838.6,3,62.43,1,High
LNP_05325,Li2015,DODAP,DOPC,HeLa,pDNA,50.94,15.82,1.11,32.13,0.4604,2.07,72.0,-7.63,0.2948,6.27,547.2,3,50.5,1,High
LNP_05326,Li2015,ALC-0315,DOPC,RAW264.7,pDNA,45.16,12.56,1.79,40.49,0.5384,10.19,127.7,-13.06,0.1471,6.98,475.7,1,45.04,1,High
LNP_05327,Li2015,SM-102,DOPE,MCF7,mRNA,46.98,10.26,0.9,41.86,0.5167,6.46,92.4,-9.99,0.0892,6.8,667.6,1,39.28,0,Low
LNP_05328,Hassett2019,L319,DOPE,MCF7,pDNA,41.89,20.4,2.08,35.63,0.5383,5.21,74.6,-13.88,0.0952,6.3,614.3,2,63.91,1,High
LNP_05329,Patel2017,IM23,DSPC,A549,pDNA,46.49,10.22,4.22,39.07,0.4871,3.39,173.7,0.99,0.1942,5.43,591.3,2,5.94,0,Low
LNP_05330,Hassett2019,A2-Iso5-2DC18,DOPC,RAW264.7,pDNA,38.5,15.91,0.85,44.74,0.4419,3.98,92.9,-22.79,0.1212,6.73,646.0,1,37.61,0,Low
LNP_05331,Kulkarni2019,L319,DSPC,HEK293,siRNA,46.46,10.87,1.89,40.78,0.4463,4.48,104.6,-3.31,0.0978,6.32,593.6,1,35.46,0,Low
LNP_05332,Fenton2016,DOTAP,DSPE,HeLa,mRNA,44.75,16.57,1.79,36.89,0.5133,8.06,59.2,-1.58,0.1507,5.75,642.5,1,49.38,1,High
LNP_05333,Hassett2019,DOTAP,DPPC,Huh7,mRNA,48.2,17.22,1.73,32.85,0.649,1.85,105.0,1.29,0.1752,6.35,837.2,3,62.02,1,High
LNP_05334,Moderna2021,OF-02,DOPE,A549,siRNA,46.8,12.28,0.99,39.93,0.4253,17.23,91.2,-25.81,0.1096,7.16,733.6,1,8.36,0,Low
LNP_05335,Kulkarni2019,Lipid5,DPPC,HEK293,mRNA,42.72,16.47,1.31,39.5,0.2291,2.05,61.4,-13.89,0.1181,4.82,481.2,4,17.62,0,Low
LNP_05336,Semple2010,DLin-MC3-DMA,DOPE,Huh7,mRNA,45.47,13.3,2.74,38.49,0.6639,4.54,82.5,3.12,0.1276,6.56,637.8,2,54.22,1,High
LNP_05337,Miao2020,SM-102,DOPC,MCF7,mRNA,41.95,10.72,1.61,45.72,0.5914,3.08,95.5,2.66,0.0642,6.43,597.9,1,51.94,1,High
LNP_05338,Jayaraman2012,A2-Iso5-2DC18,DOPC,HEK293,mRNA,39.79,12.53,0.91,46.77,0.3433,3.21,60.7,-8.9,0.0975,5.04,631.2,2,13.46,0,Low
LNP_05339,Moderna2021,L319,DOPE,Huh7,mRNA,40.99,14.16,2.34,42.51,0.5424,7.96,112.0,0.25,0.1539,6.41,591.2,2,52.31,1,High
LNP_05340,Whitehead2014,L319,DOPC,MCF7,siRNA,37.52,13.53,1.54,47.4,0.6377,3.79,59.1,-4.28,0.2223,6.64,768.0,2,67.53,1,High
LNP_05341,Hassett2019,MC3,DOPE,Huh7,siRNA,42.08,14.31,2.19,41.43,0.3809,2.97,81.9,-12.18,0.072,6.45,526.7,3,55.38,1,High
LNP_05342,Whitehead2014,DOTAP,DSPE,Huh7,siRNA,45.15,12.63,1.69,40.53,0.6844,2.6,84.0,13.75,0.1106,6.07,822.4,2,56.09,0,Low
LNP_05343,Patel2017,Lipid5,DOPE,HEK293,siRNA,35.18,11.12,1.12,52.59,0.6003,3.41,82.7,3.2,0.1578,7.05,592.4,2,33.98,0,Low
LNP_05344,Kauffman2015,A2-Iso5-2DC18,DSPE,Huh7,ASO,46.17,12.59,0.82,40.42,0.5327,8.93,118.8,-12.81,0.1381,6.57,774.1,2,46.14,0,Low
LNP_05345,Kauffman2015,ALC-0315,DSPC,PC3,mRNA,39.26,11.59,2.16,46.99,0.4956,4.03,91.0,2.49,0.2354,6.62,697.7,2,59.24,1,High
LNP_05346,Fenton2016,DOTAP,DSPE,MCF7,mRNA,44.65,14.62,1.9,38.83,0.5581,2.36,51.3,3.4,0.0817,6.88,739.4,3,47.52,1,High
LNP_05347,BioNTech2021,DODAP,DSPC,RAW264.7,pDNA,42.04,8.82,1.83,47.3,0.6776,5.89,85.4,-0.28,0.0803,6.47,461.3,2,33.6,0,Low
LNP_05348,Kulkarni2019,OF-02,DOPE,Jurkat,siRNA,43.8,17.56,1.14,37.5,0.273,3.14,73.4,-4.44,0.1481,6.05,810.0,2,29.57,0,Low
LNP_05349,Hassett2019,FTT5,DOPC,Huh7,siRNA,31.98,14.9,0.9,52.22,0.5862,5.21,105.6,-3.99,0.0637,5.43,688.7,2,21.85,0,Low
LNP_05350,Kauffman2015,FTT5,DSPE,HEK293,pDNA,41.06,19.12,1.7,38.11,0.4824,2.35,73.0,4.0,0.2478,7.19,588.8,2,37.46,0,Low
LNP_05351,Dahlman2014,LP01,DOPC,RAW264.7,mRNA,43.55,12.31,1.11,43.04,0.6411,3.88,147.6,-4.55,0.1341,6.98,654.8,2,49.83,1,High
LNP_05352,Jayaraman2012,DLin-MC3-DMA,DSPC,RAW264.7,pDNA,45.37,15.52,1.9,37.2,0.7187,2.27,64.3,-6.48,0.2235,7.18,539.8,1,31.74,0,Low
LNP_05353,Jayaraman2012,A2-Iso5-2DC18,DSPC,A549,pDNA,43.15,9.36,2.18,45.32,0.5989,4.69,83.7,-8.91,0.1444,5.46,805.0,2,53.31,1,High
LNP_05354,Miao2020,IM23,DOPE,RAW264.7,pDNA,45.37,12.22,1.9,40.5,0.653,3.22,122.7,4.97,0.2169,6.36,567.1,3,30.81,0,Low
LNP_05355,Hassett2019,LP01,DOPE,RAW264.7,mRNA,31.95,16.71,1.63,49.72,0.4156,3.55,99.7,6.45,0.3589,6.13,702.7,3,64.14,1,High
LNP_05356,Kauffman2015,cKK-E12,DSPC,HeLa,siRNA,39.63,10.8,1.06,48.51,0.6085,2.02,77.7,-14.93,0.1278,6.44,555.1,2,75.62,1,High
LNP_05357,Oberli2017,Lipid5,DSPC,HEK293,pDNA,48.91,12.48,2.65,35.96,0.6343,2.05,73.4,-6.67,0.1931,6.76,499.7,4,24.81,0,Low
LNP_05358,Kauffman2015,Lipid5,DOPC,Huh7,ASO,42.34,15.93,0.98,40.74,0.5813,1.0,75.2,-28.32,0.0513,6.62,495.2,1,32.46,0,Low
LNP_05359,Moderna2021,DLin-MC3-DMA,DOPE,Huh7,siRNA,39.33,13.35,2.18,45.14,0.4383,3.1,127.7,-5.41,0.0861,6.58,730.3,1,51.72,1,High
LNP_05360,Patel2017,MC3,DPPC,PC3,siRNA,42.3,11.6,0.99,45.11,0.422,2.88,82.1,-8.51,0.1299,6.42,568.6,2,59.52,1,High
LNP_05361,Sabnis2018,FTT5,DOPC,HeLa,siRNA,40.78,15.47,3.21,40.54,0.5546,5.9,117.1,-7.79,0.0823,6.34,704.7,3,30.01,0,Low
LNP_05362,Miao2020,MC3,DPPC,Huh7,pDNA,44.64,17.22,2.49,35.65,0.6094,2.61,59.2,-4.32,0.1993,6.17,592.4,1,49.52,0,Low
LNP_05363,BioNTech2021,SM-102,DSPE,Jurkat,mRNA,46.13,17.37,2.16,34.34,0.5791,2.34,117.2,-12.63,0.159,6.88,600.7,3,41.51,0,Low
LNP_05364,Patel2017,A2-Iso5-2DC18,DOPC,Huh7,pDNA,42.61,18.15,2.38,36.86,0.6631,8.35,97.5,-15.33,0.1954,6.34,578.1,3,37.53,0,Low
LNP_05365,Kulkarni2019,Lipid5,DSPC,Huh7,siRNA,43.06,12.25,1.37,43.33,0.7898,5.84,69.9,9.94,0.1461,6.33,774.7,1,75.16,1,High
LNP_05366,Dahlman2014,FTT5,DOPE,Jurkat,siRNA,38.87,15.45,2.44,43.24,0.63,3.43,63.0,-18.55,0.1315,6.33,661.9,2,43.02,0,Low
LNP_05367,Whitehead2014,C12-200,DSPC,Jurkat,siRNA,41.11,15.5,1.88,41.5,0.4104,1.69,86.9,-3.48,0.1342,6.7,550.8,1,60.94,1,High
LNP_05368,Li2015,cKK-E12,DSPC,Huh7,siRNA,43.8,9.53,0.82,45.85,0.6671,4.33,124.9,-14.29,0.1114,5.91,612.0,3,24.6,0,Low
LNP_05369,Whitehead2014,MC3,DSPC,MCF7,ASO,35.95,12.66,2.12,49.26,0.6211,4.82,139.3,1.88,0.0609,6.63,698.1,2,65.36,1,High
LNP_05370,Sabnis2018,ALC-0315,DSPC,HEK293,pDNA,40.99,13.89,1.24,43.89,0.5235,4.31,91.8,4.45,0.1113,6.62,548.1,3,52.34,1,High
LNP_05371,Oberli2017,ALC-0315,DPPC,PC3,mRNA,45.69,16.38,1.68,36.25,0.642,2.98,50.0,-10.11,0.106,6.21,546.1,1,55.66,1,High
LNP_05372,Hassett2019,FTT5,DOPC,RAW264.7,pDNA,49.98,11.23,3.22,35.57,0.5576,6.11,64.6,0.05,0.0837,5.78,551.5,4,41.83,0,Low
LNP_05373,Semple2010,LP01,DSPE,Jurkat,pDNA,46.81,11.29,1.08,40.82,0.7418,2.62,84.7,1.0,0.2467,6.53,628.4,3,46.93,1,High
LNP_05374,Hassett2019,cKK-E12,DPPC,HEK293,mRNA,46.99,16.52,1.76,34.73,0.5089,1.39,131.6,-12.04,0.0692,6.43,642.8,4,37.41,0,Low
LNP_05375,Kulkarni2019,SM-102,DOPE,RAW264.7,siRNA,33.57,17.68,2.09,46.66,0.7161,4.34,134.9,1.82,0.1436,5.61,502.2,2,37.0,1,High
LNP_05376,Jayaraman2012,FTT5,DSPC,A549,pDNA,46.12,12.85,1.6,39.43,0.7747,4.13,70.9,4.9,0.1657,6.1,688.3,2,43.93,1,High
LNP_05377,Oberli2017,DODAP,DSPE,HeLa,siRNA,44.05,12.67,3.56,39.72,0.6481,3.87,128.3,-12.39,0.1338,6.79,736.3,1,6.94,0,Low
LNP_05378,Jayaraman2012,DODAP,DSPE,PC3,mRNA,39.15,12.26,2.14,46.45,0.3256,5.29,97.6,-9.15,0.0729,6.38,760.4,2,54.57,1,High
LNP_05379,Jayaraman2012,L319,DPPC,MCF7,siRNA,42.32,11.08,1.63,44.96,0.4983,6.0,59.8,-4.37,0.112,6.48,615.4,1,47.55,1,High
LNP_05380,Whitehead2014,MC3,DSPC,RAW264.7,siRNA,43.48,11.38,1.84,43.29,0.4828,8.02,74.0,-4.51,0.1843,5.24,729.8,1,55.48,1,High
LNP_05381,Li2015,L319,DSPE,PC3,siRNA,39.16,13.39,1.55,45.9,0.6424,8.14,87.9,-16.61,0.1076,7.16,659.4,3,70.87,1,High
LNP_05382,Jayaraman2012,MC3,DOPC,Jurkat,pDNA,47.89,13.86,1.17,37.08,0.5321,3.49,150.8,-6.81,0.0897,6.48,629.6,1,52.7,0,Low
LNP_05383,Kulkarni2019,Lipid5,DOPC,A549,pDNA,44.74,18.06,0.62,36.58,0.5698,5.95,78.0,-2.3,0.2536,6.35,684.2,3,29.37,0,Low
LNP_05384,Hassett2019,FTT5,DOPE,A549,mRNA,41.56,13.61,0.83,44.0,0.3568,3.72,56.1,-10.95,0.1685,6.59,854.4,1,62.31,1,High
LNP_05385,Sabnis2018,DLin-MC3-DMA,DPPC,PC3,siRNA,46.5,12.54,1.41,39.55,0.5048,6.81,120.5,2.14,0.1052,5.96,672.1,2,50.78,1,High
LNP_05386,Li2015,DLin-MC3-DMA,DOPE,Huh7,siRNA,32.53,14.57,1.62,51.28,0.8264,4.94,93.4,-11.84,0.1616,7.15,794.6,2,13.31,0,Low
LNP_05387,Whitehead2014,OF-02,DSPE,HeLa,siRNA,37.98,13.84,1.74,46.44,0.5656,3.79,89.0,2.47,0.1241,5.33,733.2,3,26.86,0,Low
LNP_05388,Miao2020,A2-Iso5-2DC18,DOPE,HEK293,mRNA,43.75,11.22,2.19,42.84,0.645,5.47,104.9,-5.47,0.1474,7.1,733.9,1,39.39,0,Low
LNP_05389,Moderna2021,C12-200,DPPC,PC3,mRNA,46.06,17.98,1.57,34.39,0.6007,8.34,64.4,0.77,0.138,7.13,611.7,2,30.5,0,Low
LNP_05390,Jayaraman2012,IM23,DOPC,MCF7,pDNA,46.94,15.55,2.2,35.31,0.4724,2.95,67.0,-4.05,0.1012,6.27,694.7,3,50.86,1,High
LNP_05391,Whitehead2014,cKK-E12,DOPE,Jurkat,ASO,44.8,11.14,1.05,43.01,0.5837,4.33,156.6,-8.9,0.2346,7.11,592.2,2,41.15,0,Low
LNP_05392,BioNTech2021,LP01,DOPE,HeLa,pDNA,36.8,10.9,1.47,50.83,0.5228,3.92,157.4,-13.96,0.0635,6.22,669.7,3,69.53,1,High
LNP_05393,Whitehead2014,DLin-MC3-DMA,DOPE,RAW264.7,ASO,44.64,18.42,1.51,35.43,0.6499,4.31,99.0,-13.68,0.1126,5.28,363.8,3,45.63,0,Low
LNP_05394,Sabnis2018,Lipid5,DPPC,HeLa,pDNA,49.35,11.17,1.67,37.81,0.2521,7.25,118.5,-7.83,0.1991,7.41,756.8,2,35.74,0,Low
LNP_05395,Moderna2021,FTT5,DOPE,RAW264.7,pDNA,49.45,15.84,0.92,33.79,0.6637,5.31,84.4,-1.11,0.1411,5.78,534.8,1,30.94,0,Low
LNP_05396,Oberli2017,cKK-E12,DSPE,HEK293,pDNA,38.72,19.36,2.64,39.28,0.7042,7.14,76.8,-12.35,0.08,6.86,663.9,1,57.38,1,High
LNP_05397,Moderna2021,DLin-MC3-DMA,DSPC,HeLa,pDNA,41.4,13.53,1.52,43.55,0.7312,4.51,86.5,3.49,0.1472,5.75,615.1,4,18.13,0,Low
LNP_05398,Sabnis2018,DODAP,DSPE,A549,siRNA,36.07,10.51,2.52,50.9,0.4165,3.25,116.5,-9.28,0.1678,6.91,428.8,1,32.86,0,Low
LNP_05399,Kauffman2015,DLin-MC3-DMA,DSPE,Huh7,siRNA,42.67,11.64,2.86,42.83,0.6764,5.69,142.5,-18.81,0.1139,6.33,644.6,2,38.28,0,Low
LNP_05400,Kauffman2015,SM-102,DPPC,Jurkat,siRNA,41.62,13.31,1.75,43.32,0.7886,3.67,78.4,7.11,0.0678,5.86,465.3,3,82.0,1,High
LNP_05401,Sabnis2018,A2-Iso5-2DC18,DSPC,HEK293,pDNA,45.94,18.53,1.39,34.15,0.6145,2.61,108.3,-16.18,0.0659,6.38,557.7,2,59.84,1,High
LNP_05402,Moderna2021,L319,DPPC,MCF7,mRNA,47.39,14.96,1.56,36.1,0.4682,3.39,99.5,-11.55,0.184,7.29,606.0,1,43.15,0,Low
LNP_05403,BioNTech2021,A2-Iso5-2DC18,DSPC,A549,pDNA,47.65,21.63,2.51,28.21,0.7145,5.0,135.4,-1.46,0.1008,7.49,742.1,2,48.37,0,Low
LNP_05404,BioNTech2021,SM-102,DOPC,Jurkat,siRNA,37.67,18.76,2.11,41.46,0.5679,1.42,61.0,-10.46,0.1556,5.81,431.1,2,24.69,0,Low
LNP_05405,Sabnis2018,SM-102,DSPC,A549,siRNA,45.83,15.38,2.36,36.42,0.7262,6.78,125.4,-13.22,0.1476,6.51,843.9,2,35.32,0,Low
LNP_05406,Jayaraman2012,Lipid5,DSPC,RAW264.7,ASO,49.4,14.78,1.43,34.4,0.6449,5.97,103.8,-5.28,0.0763,6.74,752.8,1,39.17,0,Low
LNP_05407,Whitehead2014,DOTAP,DSPE,RAW264.7,mRNA,37.13,11.99,1.45,49.42,0.8156,8.23,91.5,2.12,0.3059,7.49,556.5,1,44.32,0,Low
LNP_05408,Miao2020,LP01,DOPC,MCF7,ASO,39.48,17.01,1.71,41.79,0.3974,5.68,117.1,-11.63,0.1863,6.72,702.4,2,55.67,1,High
LNP_05409,Dahlman2014,FTT5,DSPC,HeLa,siRNA,40.99,13.39,1.71,43.91,0.7163,9.09,133.5,-6.12,0.1311,5.8,666.1,1,44.11,0,Low
LNP_05410,Semple2010,C12-200,DOPE,HeLa,siRNA,41.36,12.35,2.67,43.63,0.2938,3.31,76.1,-10.1,0.0769,5.96,543.2,3,28.19,0,Low
LNP_05411,Miao2020,LP01,DSPC,A549,siRNA,38.48,18.19,1.7,41.63,0.6111,2.17,57.9,-3.28,0.1366,6.41,558.0,2,61.57,1,High
LNP_05412,Kauffman2015,OF-02,DSPC,Huh7,siRNA,41.37,9.71,1.48,47.44,0.5883,4.68,90.0,4.55,0.1521,4.81,377.5,2,13.59,0,Low
LNP_05413,Li2015,SM-102,DSPE,HeLa,mRNA,40.83,17.63,0.82,40.72,0.5534,2.79,67.7,7.27,0.205,6.45,590.3,1,54.67,1,High
LNP_05414,Miao2020,FTT5,DOPC,HEK293,siRNA,36.61,19.0,1.02,43.37,0.2023,2.63,110.0,-3.41,0.1837,6.17,684.1,2,27.92,0,Low
LNP_05415,BioNTech2021,OF-02,DPPC,RAW264.7,siRNA,45.5,14.31,1.98,38.21,0.4897,2.3,64.7,3.65,0.1668,5.47,478.3,2,41.01,0,Low
LNP_05416,Jayaraman2012,ALC-0315,DOPE,A549,mRNA,35.8,9.11,1.58,53.51,0.5049,4.43,132.6,-3.24,0.1559,5.79,653.0,4,54.23,1,High
LNP_05417,BioNTech2021,DODAP,DSPE,RAW264.7,siRNA,41.5,17.63,1.12,39.76,0.6058,4.01,101.8,-16.36,0.2382,6.59,730.9,2,48.91,0,Low
LNP_05418,Semple2010,OF-02,DOPC,Huh7,pDNA,39.31,12.3,1.6,46.79,0.4441,3.3,86.7,-11.32,0.2237,6.31,636.9,3,69.04,1,High
LNP_05419,Kulkarni2019,A2-Iso5-2DC18,DOPC,HeLa,mRNA,42.52,9.95,2.1,45.43,0.3512,4.23,112.2,-9.2,0.084,6.15,874.9,2,72.75,1,High
LNP_05420,Li2015,IM23,DSPE,MCF7,siRNA,39.14,16.71,2.27,41.88,0.7074,9.8,104.1,2.35,0.0799,7.31,639.0,1,41.85,0,Low
LNP_05421,Dahlman2014,A2-Iso5-2DC18,DSPC,HEK293,mRNA,41.78,10.99,1.38,45.85,0.4447,5.55,96.8,-6.37,0.2514,6.11,519.0,2,42.14,0,Low
LNP_05422,Miao2020,cKK-E12,DOPC,MCF7,siRNA,44.37,11.9,0.83,42.91,0.6169,3.29,93.9,-11.52,0.1738,6.33,1071.5,2,38.29,0,Low
LNP_05423,Oberli2017,FTT5,DOPC,Jurkat,mRNA,42.54,14.6,2.13,40.73,0.5836,3.98,76.2,-2.88,0.0684,6.17,674.9,1,36.98,0,Low
LNP_05424,Sabnis2018,SM-102,DOPE,Huh7,pDNA,37.05,15.23,0.97,46.74,0.7125,7.78,69.2,7.63,0.1379,5.3,559.7,3,56.0,1,High
LNP_05425,Oberli2017,Lipid5,DSPC,Jurkat,mRNA,35.1,16.93,0.71,47.26,0.3818,3.09,96.0,4.67,0.0667,6.7,712.5,2,33.32,0,Low
