record_id,source,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,Frac_sp3C,MW,LogP,pKa,HBD,HBA,RotBonds,TPSA,Size_nm,PDI,Zeta_mV,EE_pct,NP_ratio,efficacy
LNP_04391,Oberli2017,RAW264.7,49.0,41.08,7.74,2.18,0.5989,571.36,7.786,6.715,0,2,8,62.27,86.9,0.1321,0.57,90.64,11.05,Low
LNP_04392,Dahlman2017,RAW264.7,50.7,38.08,10.19,1.04,0.7519,765.78,8.019,6.087,0,5,14,56.55,148.2,0.1378,14.37,93.19,1.82,High
LNP_04393,Dahlman2017,HeLa,43.96,43.68,9.73,2.62,0.6719,528.74,11.525,6.963,3,4,10,95.99,54.4,0.0715,1.03,86.46,5.64,Low
LNP_04394,Hajj2019,HepG2,52.01,38.37,8.41,1.21,0.7583,745.51,13.039,6.951,4,2,10,67.96,134.3,0.0752,-6.27,94.89,1.8,High
LNP_04395,Dahlman2017,RAW264.7,41.3,40.3,16.93,1.47,0.606,520.01,9.426,5.399,0,9,11,59.14,70.0,0.0721,6.16,87.74,10.64,High
LNP_04396,Hajj2019,MCF-7,50.65,38.95,7.89,2.51,0.6525,746.91,10.721,6.976,1,4,12,59.92,141.8,0.1515,-5.33,94.84,17.5,Medium
LNP_04397,Hajj2019,RAW264.7,45.93,43.7,8.58,1.79,0.521,803.79,8.404,7.249,3,7,13,48.86,58.0,0.1384,3.54,94.41,7.93,Low
LNP_04398,Kulkarni2019,HEK293,44.98,45.31,8.83,0.87,0.5929,629.59,5.916,6.101,2,6,17,38.31,90.2,0.1337,1.44,88.7,9.83,Low
LNP_04399,Kulkarni2019,A549,48.72,40.59,9.8,0.89,0.408,853.19,9.011,5.545,2,4,14,59.85,103.9,0.1414,1.93,93.03,18.94,Medium
LNP_04400,Sabnis2018,A549,50.77,37.26,9.59,2.38,0.574,783.81,8.783,6.929,0,5,17,66.05,71.6,0.1056,2.28,87.6,14.59,Medium
LNP_04401,Dahlman2017,HepG2,40.12,42.67,12.44,4.77,0.5661,666.02,14.122,6.099,0,7,13,43.84,117.8,0.0847,11.69,96.36,7.81,Low
LNP_04402,Dahlman2017,HeLa,48.42,42.37,7.37,1.84,0.612,710.61,8.087,7.304,1,8,6,42.7,136.8,0.0861,-8.88,92.02,19.84,Low
LNP_04403,Billingsley2020,PC3,45.76,39.35,13.99,0.9,0.5702,660.14,9.933,6.605,3,3,13,63.92,91.7,0.1534,-2.65,88.32,9.08,High
LNP_04404,Oberli2017,HEK293,47.23,37.4,11.02,4.35,0.6532,817.13,9.225,6.523,2,6,15,43.61,67.8,0.0752,12.77,84.09,13.12,Low
LNP_04405,Hajj2019,RAW264.7,49.49,41.58,7.67,1.26,0.7457,692.81,9.886,6.745,1,9,13,33.71,121.6,0.1475,9.65,86.38,7.67,Medium
LNP_04406,Sabnis2018,HEK293,49.85,34.84,13.52,1.79,0.5054,553.08,8.193,5.764,1,3,5,90.98,58.6,0.1071,2.99,96.45,15.06,Low
LNP_04407,Fenton2016,MCF-7,48.75,35.23,14.31,1.7,0.4731,592.57,10.908,7.44,3,4,14,31.37,110.0,0.0916,-1.37,93.39,8.3,Medium
LNP_04408,Hajj2019,HeLa,50.26,35.07,13.07,1.6,0.5097,658.84,9.752,6.542,1,8,18,37.34,71.1,0.1122,8.53,95.32,19.54,High
LNP_04409,Dahlman2017,HeLa,46.43,38.67,14.15,0.75,0.615,441.31,9.089,6.285,1,9,19,66.07,113.8,0.1276,7.25,90.02,15.03,High
LNP_04410,Kauffman2015,HEK293,37.76,48.06,12.92,1.26,0.6227,487.85,6.202,6.719,4,7,14,58.6,104.1,0.1628,9.94,92.68,7.8,Low
LNP_04411,Sabnis2018,PC3,46.94,43.71,7.08,2.28,0.555,393.23,7.746,7.823,1,8,19,84.12,141.3,0.0859,12.86,92.83,10.88,Low
LNP_04412,Patel2020,HeLa,48.45,41.77,8.8,0.97,0.5332,841.17,8.087,6.01,4,7,16,75.88,81.8,0.1436,5.12,84.14,10.64,Medium
LNP_04413,Miao2020,PC3,41.6,40.1,17.44,0.85,0.6479,623.93,8.351,6.369,1,9,7,76.21,223.8,0.1395,6.19,89.0,8.46,High
LNP_04414,Fenton2016,RAW264.7,48.6,36.96,12.98,1.46,0.6764,657.8,10.504,6.778,3,3,16,39.62,111.0,0.1299,2.42,95.74,7.91,High
LNP_04415,Dahlman2017,PC3,49.85,34.05,14.12,1.97,0.6807,924.88,9.457,5.812,4,9,6,83.36,123.7,0.2208,-1.21,85.15,10.59,High
LNP_04416,Kulkarni2019,HeLa,49.01,36.01,13.08,1.9,0.5236,643.52,11.38,6.216,3,5,17,64.72,132.2,0.2028,0.34,84.51,11.23,Medium
LNP_04417,Fenton2016,A549,46.94,38.87,11.95,2.24,0.5137,542.42,9.522,6.339,3,5,8,77.67,94.2,0.1513,3.79,90.62,11.39,High
LNP_04418,Fenton2016,RAW264.7,45.07,43.92,9.95,1.07,0.539,782.45,11.412,8.102,1,8,18,45.78,60.1,0.1304,6.8,85.34,5.54,Low
LNP_04419,Kulkarni2019,HeLa,45.65,45.31,7.23,1.8,0.7792,532.35,8.435,5.651,2,5,5,64.87,178.6,0.1913,-4.2,96.21,7.21,Low
LNP_04420,Dahlman2017,RAW264.7,45.92,39.04,14.2,0.85,0.5875,511.45,8.727,6.212,4,4,19,80.13,107.7,0.1542,11.58,93.01,19.68,Medium
LNP_04421,Dahlman2017,HEK293,50.57,37.72,10.51,1.2,0.6094,815.81,12.281,7.128,1,4,12,62.36,49.6,0.0549,-0.89,87.82,2.11,High
LNP_04422,Dahlman2017,MCF-7,46.67,38.82,12.61,1.9,0.6129,478.45,10.42,6.466,1,5,10,46.08,93.8,0.1217,4.84,96.67,18.31,Medium
LNP_04423,Billingsley2020,HEK293,44.45,37.17,17.58,0.8,0.6464,825.59,13.692,6.386,0,4,16,86.33,78.0,0.1061,1.54,98.06,14.85,High
LNP_04424,Dahlman2017,Jurkat,46.05,37.74,14.87,1.33,0.6559,411.25,6.133,6.741,3,9,12,24.39,155.5,0.0666,2.66,82.37,15.49,High
LNP_04425,Kulkarni2019,HepG2,48.05,43.01,7.27,1.67,0.5286,711.58,7.138,6.659,4,4,12,15.04,95.0,0.169,-4.66,93.26,17.56,Low
LNP_04426,Billingsley2020,MCF-7,46.91,34.83,15.57,2.69,0.6099,793.29,5.266,6.181,3,3,6,64.36,225.0,0.1694,6.09,89.87,14.42,Medium
LNP_04427,Dahlman2017,RAW264.7,46.93,43.4,8.46,1.22,0.519,1018.37,10.418,6.044,2,3,13,40.21,93.2,0.0728,-8.05,90.75,18.19,Medium
LNP_04428,Dahlman2017,Jurkat,47.12,41.09,10.6,1.19,0.6948,680.04,11.825,5.36,3,3,6,56.41,63.6,0.108,-2.56,90.1,12.6,Medium
LNP_04429,Kauffman2015,HeLa,45.86,39.22,14.11,0.82,0.709,760.26,9.599,6.561,2,2,8,79.76,115.7,0.1698,-2.74,92.78,5.97,High
LNP_04430,Hajj2019,HEK293,47.0,36.23,15.42,1.36,0.4926,634.36,13.011,8.068,2,3,7,41.23,93.8,0.1294,3.98,93.38,5.43,Low
LNP_04431,Billingsley2020,HEK293,49.38,41.01,8.39,1.22,0.6778,685.32,6.437,5.821,2,3,8,93.11,61.5,0.1231,9.21,89.02,14.59,Low
LNP_04432,Billingsley2020,Jurkat,49.64,40.9,8.02,1.45,0.6543,739.38,9.342,8.379,1,9,18,18.5,70.1,0.0866,10.53,91.71,6.84,Low
LNP_04433,Patel2020,HeLa,44.79,35.92,17.51,1.78,0.642,559.48,8.516,6.23,1,8,11,49.74,155.8,0.331,-1.23,89.74,4.93,High
LNP_04434,Dahlman2017,HeLa,49.03,40.04,9.77,1.16,0.704,656.19,12.388,7.185,3,9,15,45.1,95.9,0.1442,-6.85,86.29,13.99,High
LNP_04435,Hajj2019,HeLa,40.47,42.07,15.52,1.95,0.5918,332.85,8.939,6.442,2,5,13,90.34,98.9,0.2373,11.32,83.47,2.17,High
LNP_04436,Dahlman2017,HeLa,46.43,39.32,13.0,1.25,0.6753,626.76,10.824,6.351,3,9,16,81.65,212.6,0.1223,-2.26,90.94,17.16,Medium
LNP_04437,Billingsley2020,A549,48.58,43.68,5.72,2.02,0.6322,521.91,6.007,6.398,2,4,6,85.94,149.4,0.0954,10.69,90.3,4.34,Low
LNP_04438,Hajj2019,HepG2,47.67,33.54,17.06,1.72,0.4603,622.31,10.737,4.904,2,2,7,41.49,56.6,0.0629,-0.91,97.55,4.7,Low
LNP_04439,Miao2020,Jurkat,45.2,41.42,11.51,1.87,0.5909,757.46,7.228,5.904,4,9,15,33.32,67.2,0.1028,-3.35,89.87,4.72,Medium
LNP_04440,Kulkarni2019,Jurkat,47.55,39.19,12.43,0.83,0.5483,585.55,7.509,6.124,3,6,15,98.57,106.2,0.0669,2.24,96.06,3.72,Medium
LNP_04441,Sabnis2018,A549,47.74,38.08,11.47,2.71,0.6002,582.06,7.154,7.643,3,6,13,71.7,112.8,0.1969,-8.34,94.21,2.9,Medium
LNP_04442,Miao2020,HepG2,54.41,31.12,12.24,2.22,0.4481,607.28,5.224,7.144,2,3,9,47.46,82.2,0.0975,-3.5,92.52,8.91,Low
LNP_04443,Fenton2016,A549,43.74,46.35,9.04,0.87,0.648,565.97,6.38,6.904,2,8,6,82.76,105.6,0.1797,2.91,86.16,15.17,Low
LNP_04444,Kauffman2015,MCF-7,46.93,33.7,17.96,1.41,0.536,745.21,11.946,5.579,4,8,8,67.27,60.7,0.1105,3.77,94.91,16.18,Medium
LNP_04445,Oberli2017,A549,44.59,37.37,16.87,1.18,0.6176,598.26,6.06,6.861,1,5,15,59.24,117.4,0.0827,6.27,96.0,11.32,High
LNP_04446,Miao2020,Jurkat,50.87,33.84,14.22,1.07,0.6805,532.66,8.866,6.212,2,9,18,50.98,105.7,0.167,16.48,91.42,16.97,High
LNP_04447,Hajj2019,HeLa,51.61,33.27,13.13,1.99,0.6179,785.93,10.401,6.665,0,4,15,57.2,72.3,0.0868,8.85,93.36,8.57,High
LNP_04448,Kulkarni2019,HEK293,41.52,45.98,11.69,0.81,0.3562,785.19,7.035,7.072,0,9,16,116.22,71.3,0.1328,-14.7,84.84,4.16,Low
LNP_04449,Dahlman2017,PC3,46.74,36.72,15.93,0.62,0.4339,694.06,7.798,6.588,3,7,18,78.8,102.5,0.1957,-7.85,97.52,14.72,Medium
LNP_04450,Fenton2016,RAW264.7,50.19,38.27,10.16,1.38,0.6432,567.32,9.665,5.968,2,6,9,59.25,113.0,0.2291,4.31,90.69,7.19,High
LNP_04451,Patel2020,HEK293,51.16,32.38,14.19,2.27,0.5684,753.16,8.471,6.736,4,4,16,49.98,137.1,0.1354,1.5,90.28,5.79,High
LNP_04452,Dahlman2017,MCF-7,51.65,33.54,13.08,1.73,0.5554,577.42,11.434,8.092,2,8,7,60.96,97.1,0.2504,4.24,89.69,11.17,Low
LNP_04453,Miao2020,Jurkat,48.4,38.17,12.14,1.29,0.5948,508.42,12.122,7.192,3,9,19,40.58,90.2,0.0826,4.08,90.88,8.13,High
LNP_04454,Billingsley2020,MCF-7,41.45,47.68,8.64,2.24,0.4686,668.5,7.838,6.658,4,9,7,24.77,80.5,0.1805,8.51,82.17,2.76,Low
LNP_04455,Hajj2019,A549,44.48,42.17,12.3,1.05,0.5815,405.56,9.206,5.858,3,4,12,76.01,121.0,0.0925,-5.2,94.73,3.18,High
LNP_04456,Hajj2019,A549,44.69,44.19,10.12,1.0,0.4548,764.43,10.753,5.833,4,2,13,65.8,83.6,0.163,2.71,92.26,4.95,Low
LNP_04457,Dahlman2017,PC3,43.42,39.44,15.91,1.24,0.4766,696.86,11.436,6.352,3,9,5,60.2,84.3,0.0644,-3.18,92.45,8.08,High
LNP_04458,Miao2020,RAW264.7,39.41,46.91,11.88,1.8,0.5139,367.32,10.97,6.414,1,9,18,91.85,92.0,0.0761,4.18,89.73,14.52,Low
LNP_04459,Dahlman2017,PC3,48.59,35.32,14.68,1.41,0.6753,761.85,9.506,5.935,3,8,12,70.12,124.0,0.0944,-2.9,95.39,6.57,High
LNP_04460,Dahlman2017,Jurkat,44.14,43.91,10.57,1.38,0.6557,452.51,9.979,5.826,4,8,15,61.02,74.7,0.0892,2.36,84.33,15.42,Medium
LNP_04461,Oberli2017,PC3,47.77,37.14,13.9,1.2,0.7236,808.4,8.843,8.255,2,7,8,91.88,82.9,0.1333,18.8,88.24,3.62,Low
LNP_04462,Hajj2019,HeLa,43.32,42.45,12.99,1.24,0.6985,848.77,10.089,5.549,1,2,13,82.01,60.5,0.2247,5.53,91.79,13.02,High
LNP_04463,Sabnis2018,HepG2,51.76,37.3,9.28,1.66,0.524,546.17,8.645,8.028,0,9,11,47.42,126.5,0.0788,7.97,94.15,8.37,Low
LNP_04464,Kauffman2015,A549,47.42,38.3,11.69,2.59,0.7486,607.28,7.959,6.177,1,6,16,66.5,78.2,0.142,-8.82,95.92,2.25,Low
LNP_04465,Hajj2019,HeLa,45.58,37.45,15.65,1.32,0.6505,614.91,7.598,6.16,3,4,18,85.03,68.6,0.0742,-5.97,88.16,3.06,High
LNP_04466,Patel2020,PC3,50.6,38.78,9.43,1.19,0.5445,482.26,11.932,6.91,0,9,12,71.83,83.1,0.1974,11.53,90.26,19.27,Low
LNP_04467,Billingsley2020,PC3,46.28,40.57,11.43,1.72,0.6186,791.62,9.116,7.501,2,4,16,62.23,96.0,0.0679,-2.28,92.48,17.16,High
LNP_04468,Hajj2019,HEK293,46.19,40.11,11.92,1.77,0.437,650.85,9.335,6.989,2,6,12,59.39,141.8,0.0779,2.01,95.28,17.11,High
LNP_04469,Fenton2016,HEK293,56.27,31.99,9.54,2.2,0.4535,824.15,7.999,6.114,3,6,13,56.52,139.4,0.1574,1.72,97.04,11.13,Low
LNP_04470,Dahlman2017,HepG2,46.48,38.57,14.09,0.86,0.641,518.03,7.337,5.877,2,9,11,50.87,103.5,0.1833,10.37,95.89,11.86,Medium
LNP_04471,Oberli2017,MCF-7,43.75,40.41,14.12,1.72,0.5008,578.67,9.467,7.151,2,6,13,91.62,106.4,0.1372,-0.97,82.37,14.81,Medium
LNP_04472,Oberli2017,HeLa,48.63,37.71,12.05,1.6,0.7154,713.66,8.145,6.156,3,5,8,31.6,49.2,0.0894,7.1,93.32,8.18,High
LNP_04473,Patel2020,MCF-7,47.88,37.38,11.11,3.63,0.6845,738.12,7.541,5.925,3,3,11,38.9,128.3,0.1863,7.29,95.59,14.22,Low
LNP_04474,Kulkarni2019,MCF-7,46.32,40.56,11.51,1.61,0.6815,699.28,8.814,6.427,1,4,9,39.68,85.7,0.1073,4.35,93.86,12.08,High
LNP_04475,Kulkarni2019,HEK293,43.04,43.12,11.25,2.6,0.5954,839.65,7.765,7.215,1,9,13,33.97,87.6,0.067,8.1,96.97,12.82,Low
LNP_04476,Kauffman2015,Jurkat,46.25,34.0,18.25,1.51,0.5487,750.48,10.924,6.523,3,6,17,48.22,122.2,0.0708,-9.65,82.11,17.31,High
LNP_04477,Fenton2016,RAW264.7,49.71,39.22,9.16,1.9,0.4785,567.41,6.046,7.227,0,5,10,63.73,68.4,0.1408,15.1,92.49,19.01,Medium
LNP_04478,Billingsley2020,HepG2,45.74,42.65,9.78,1.83,0.6505,718.14,10.485,5.409,1,3,6,66.74,69.0,0.1746,-3.28,88.43,1.45,Low
LNP_04479,Dahlman2017,PC3,43.7,38.25,16.82,1.23,0.6185,863.76,10.522,6.555,1,4,18,46.83,91.1,0.2077,4.68,91.62,5.81,Medium
LNP_04480,Billingsley2020,HEK293,44.0,37.88,16.63,1.49,0.4622,646.04,11.549,6.242,3,8,12,45.57,89.7,0.123,-2.95,86.87,14.68,Medium
LNP_04481,Hajj2019,HEK293,46.48,43.49,8.03,2.0,0.6857,1061.22,6.934,5.979,4,6,8,60.07,172.7,0.1006,-3.4,95.22,19.78,Medium
LNP_04482,Fenton2016,HeLa,43.25,40.08,15.14,1.53,0.5193,473.08,9.434,8.649,2,8,12,36.74,120.6,0.088,7.86,81.01,7.98,Low
LNP_04483,Kulkarni2019,HepG2,49.69,35.82,13.51,0.97,0.4636,630.44,6.813,6.642,2,7,6,68.44,84.7,0.1092,5.09,85.11,11.35,Medium
LNP_04484,Dahlman2017,RAW264.7,44.66,38.89,14.07,2.38,0.6447,456.21,12.673,7.541,1,7,15,49.1,71.4,0.1463,3.94,90.44,6.28,Medium
LNP_04485,Dahlman2017,RAW264.7,46.53,43.64,8.99,0.84,0.5702,465.23,12.601,6.435,0,5,13,47.22,106.3,0.1334,7.8,97.54,17.59,Medium
LNP_04486,Billingsley2020,HeLa,50.19,39.7,8.83,1.29,0.5805,777.63,8.015,6.602,4,5,15,92.45,88.6,0.1047,5.52,96.72,17.99,High
LNP_04487,Sabnis2018,Jurkat,39.57,43.8,15.75,0.88,0.7823,401.77,9.274,7.362,2,2,7,47.1,146.3,0.062,4.62,92.71,5.64,High
LNP_04488,Miao2020,MCF-7,50.31,38.65,8.07,2.97,0.5523,761.59,9.812,6.175,4,2,15,65.9,79.2,0.0987,-6.42,92.64,2.17,Low
LNP_04489,Billingsley2020,PC3,45.37,37.62,15.86,1.15,0.5061,648.34,8.909,6.274,2,7,10,112.11,82.9,0.2031,-16.73,93.89,9.29,High
LNP_04490,Dahlman2017,RAW264.7,48.12,34.45,16.02,1.41,0.6549,895.29,11.377,6.686,1,6,16,31.69,105.2,0.1478,5.03,88.3,13.46,High
LNP_04491,Sabnis2018,A549,49.09,37.96,10.17,2.78,0.5682,609.24,6.434,4.938,1,8,13,90.35,92.9,0.1361,3.23,84.23,2.26,Low
LNP_04492,Dahlman2017,HEK293,47.58,41.71,9.67,1.03,0.6006,549.36,8.087,7.343,0,6,9,84.95,107.6,0.0822,9.26,97.49,16.03,High
LNP_04493,Patel2020,HeLa,53.05,35.06,10.72,1.18,0.594,765.49,6.508,6.213,4,3,13,43.27,180.7,0.1806,-3.27,87.1,9.14,High
LNP_04494,Miao2020,HEK293,48.83,35.54,14.15,1.48,0.7115,541.55,6.136,6.706,1,8,6,54.63,102.3,0.211,7.37,91.63,17.08,High
LNP_04495,Kauffman2015,A549,47.94,41.29,9.3,1.47,0.6046,662.1,7.511,6.581,1,7,18,69.38,85.1,0.095,-5.63,89.79,18.11,Medium
LNP_04496,Hajj2019,A549,47.8,35.83,12.83,3.54,0.4062,712.94,7.866,6.481,0,4,5,67.37,86.4,0.1968,-3.57,97.24,2.19,Low
LNP_04497,Sabnis2018,HEK293,47.15,40.73,10.6,1.53,0.5871,606.36,9.097,6.929,2,4,10,55.92,158.5,0.2051,5.58,92.99,13.8,Medium
LNP_04498,Oberli2017,MCF-7,46.36,41.82,9.67,2.15,0.5334,863.01,8.398,6.929,3,4,19,50.94,68.5,0.0929,-4.24,87.22,11.97,High
LNP_04499,Billingsley2020,A549,41.48,44.77,12.14,1.61,0.5488,742.83,9.114,6.389,3,9,7,46.61,113.3,0.1681,13.37,90.49,1.08,Medium
LNP_04500,Sabnis2018,HepG2,48.68,35.85,13.84,1.63,0.6638,583.9,8.493,6.663,0,6,7,57.66,82.6,0.0937,15.84,97.73,6.22,High
LNP_04501,Billingsley2020,PC3,55.44,32.27,10.4,1.89,0.5385,821.72,8.902,6.566,4,2,13,51.76,128.7,0.2381,8.46,90.91,16.99,Low
LNP_04502,Dahlman2017,RAW264.7,50.94,35.45,11.62,1.99,0.5588,809.58,8.155,7.166,3,8,19,61.48,84.7,0.0826,-11.75,93.94,15.86,Medium
LNP_04503,Miao2020,MCF-7,42.63,43.22,12.18,1.97,0.6307,681.66,7.361,5.34,2,5,11,51.53,102.8,0.1039,12.59,88.46,16.21,Low
LNP_04504,Dahlman2017,PC3,47.07,39.15,11.47,2.31,0.51,655.32,7.068,5.598,4,6,18,86.36,83.6,0.0878,5.08,90.52,1.47,Medium
LNP_04505,Kauffman2015,MCF-7,49.17,37.56,10.39,2.88,0.6934,726.76,7.917,4.892,2,3,6,62.15,108.6,0.1083,21.39,94.65,18.06,Low
LNP_04506,Sabnis2018,Jurkat,40.54,38.16,18.44,2.86,0.6298,666.23,10.262,6.916,1,5,19,60.41,71.3,0.1322,-10.75,94.05,8.44,High
LNP_04507,Sabnis2018,HEK293,48.0,39.2,11.2,1.61,0.6797,520.69,9.876,6.77,2,4,18,46.7,66.2,0.1349,-7.95,93.25,8.66,High
LNP_04508,Kulkarni2019,A549,44.42,39.67,14.74,1.17,0.5553,628.52,9.438,6.319,3,3,18,52.34,114.9,0.1399,3.66,96.99,12.85,High
LNP_04509,Patel2020,RAW264.7,49.81,36.02,13.33,0.84,0.6543,485.1,5.54,7.251,4,6,11,62.37,53.0,0.082,0.85,98.56,16.74,High
LNP_04510,Kulkarni2019,MCF-7,48.23,41.88,8.32,1.56,0.623,628.1,7.317,5.676,2,7,7,59.67,57.6,0.1829,-0.73,92.75,5.82,Medium
LNP_04511,Patel2020,HepG2,44.4,41.99,11.89,1.72,0.6881,851.1,8.632,6.564,2,3,8,39.06,70.0,0.219,-3.08,92.45,14.91,High
LNP_04512,Sabnis2018,HepG2,39.78,46.18,12.27,1.77,0.5468,801.41,7.237,4.968,0,4,19,58.11,108.9,0.0554,-4.89,90.46,5.64,Low
LNP_04513,Hajj2019,PC3,44.28,37.93,16.3,1.5,0.5926,718.08,7.08,7.056,2,6,16,51.16,111.7,0.1442,1.49,79.39,2.64,High
LNP_04514,Kulkarni2019,HeLa,50.24,38.07,8.38,3.3,0.629,713.6,10.237,6.084,0,9,12,50.85,119.6,0.1382,2.37,93.19,12.56,Low
LNP_04515,Dahlman2017,RAW264.7,51.67,35.92,10.66,1.75,0.5405,690.79,9.136,6.213,3,2,14,57.2,63.2,0.0543,1.11,97.38,7.47,High
LNP_04516,Miao2020,A549,43.55,39.03,15.13,2.29,0.672,643.1,10.024,6.79,0,8,16,54.29,99.4,0.1076,-5.62,89.22,13.69,High
LNP_04517,Hajj2019,MCF-7,42.09,39.53,17.25,1.14,0.5815,645.96,9.435,7.036,3,2,13,48.41,91.7,0.1117,10.69,95.55,15.14,Medium
LNP_04518,Sabnis2018,HeLa,50.49,38.07,10.04,1.39,0.6152,777.76,8.296,6.683,1,4,11,56.67,105.0,0.0713,0.21,92.22,18.89,High
LNP_04519,Fenton2016,A549,47.37,41.87,9.33,1.43,0.4931,760.05,9.623,7.664,4,3,5,77.92,73.3,0.0615,-2.98,92.26,15.73,Medium
LNP_04520,Dahlman2017,RAW264.7,49.06,36.49,13.32,1.13,0.5911,674.5,8.566,6.862,4,2,14,50.2,101.2,0.0908,7.89,94.56,19.34,Medium
LNP_04521,Patel2020,MCF-7,41.59,42.84,13.92,1.65,0.5842,554.65,6.428,7.248,2,6,12,78.28,146.4,0.1109,1.28,87.92,18.71,High
LNP_04522,Kauffman2015,HeLa,46.69,40.67,11.28,1.36,0.3497,454.66,9.174,6.182,1,6,14,27.63,161.3,0.1332,-0.26,94.19,5.16,Medium
LNP_04523,Billingsley2020,MCF-7,42.75,36.14,19.61,1.5,0.7102,743.21,8.964,6.087,3,6,6,67.1,98.0,0.1197,20.55,93.8,15.6,High
LNP_04524,Miao2020,HepG2,46.22,36.77,16.15,0.86,0.6753,529.37,9.052,6.971,4,4,14,62.99,87.4,0.1631,25.72,91.55,12.1,High
LNP_04525,Sabnis2018,HeLa,41.61,45.38,12.23,0.78,0.6611,614.16,6.848,5.173,0,9,18,74.77,94.4,0.0969,-6.01,94.94,14.74,Low
LNP_04526,Kulkarni2019,HepG2,50.52,33.17,14.15,2.16,0.6081,442.22,11.069,6.104,3,6,11,99.0,72.8,0.0987,10.07,87.11,14.26,High
LNP_04527,Miao2020,RAW264.7,47.36,40.85,10.56,1.23,0.7111,436.45,6.959,7.871,4,9,9,87.15,105.7,0.0569,3.71,89.18,8.32,Medium
LNP_04528,Dahlman2017,A549,45.43,39.42,13.21,1.95,0.4787,636.84,7.894,7.888,2,8,6,52.27,80.8,0.179,5.87,90.2,1.08,Low
LNP_04529,Patel2020,MCF-7,48.91,37.12,12.88,1.09,0.5877,698.16,7.34,5.646,1,2,5,67.29,142.0,0.0614,5.19,90.16,15.3,High
LNP_04530,Hajj2019,HEK293,43.48,39.75,15.32,1.46,0.4578,539.74,5.365,4.385,1,6,6,32.06,137.8,0.0957,-2.8,93.91,8.7,Low
LNP_04531,Billingsley2020,HeLa,48.37,38.23,12.72,0.67,0.6422,580.51,11.1,6.8,4,2,12,86.98,102.1,0.1772,9.03,85.87,3.93,Medium
LNP_04532,Oberli2017,HepG2,49.77,38.35,10.44,1.44,0.3685,777.01,10.233,6.383,2,5,10,61.64,87.3,0.0578,4.7,90.57,5.25,High
LNP_04533,Sabnis2018,HeLa,46.48,41.92,10.79,0.81,0.5055,570.54,9.103,5.7,3,5,19,70.89,132.4,0.0981,-4.37,98.18,17.58,High
LNP_04534,Hajj2019,A549,44.57,43.41,11.13,0.88,0.7081,598.64,9.12,6.79,2,6,9,63.0,77.6,0.1158,0.47,88.17,1.08,Medium
LNP_04535,Fenton2016,HEK293,50.25,38.73,8.43,2.59,0.6897,660.68,9.562,7.503,0,9,6,45.79,115.7,0.2221,-1.97,91.28,18.71,Low
LNP_04536,Kulkarni2019,HeLa,46.79,36.75,15.28,1.18,0.5262,702.97,8.743,7.276,0,5,16,62.98,114.2,0.1346,-6.27,81.32,19.93,High
LNP_04537,Fenton2016,PC3,45.03,41.04,13.21,0.72,0.677,696.09,3.418,6.718,1,5,18,77.04,89.0,0.0851,-2.46,84.85,1.99,High
LNP_04538,Fenton2016,MCF-7,42.2,40.29,15.5,2.0,0.5895,791.51,6.167,7.767,2,6,6,31.13,80.9,0.132,19.55,96.21,8.1,Low
LNP_04539,Fenton2016,Jurkat,46.71,34.78,15.7,2.81,0.534,785.73,11.39,6.649,3,5,13,65.29,100.6,0.083,-8.45,91.26,15.07,High
LNP_04540,Hajj2019,MCF-7,44.3,43.17,11.65,0.88,0.6831,471.16,10.835,6.252,1,2,16,46.19,82.1,0.1102,6.22,93.03,9.01,High
LNP_04541,Miao2020,PC3,53.25,36.07,9.11,1.58,0.5789,610.43,3.16,6.838,2,8,10,113.11,160.3,0.2068,2.45,96.56,12.18,Medium
LNP_04542,Sabnis2018,Jurkat,50.67,33.57,14.38,1.38,0.6021,653.29,10.322,5.878,0,4,10,52.41,89.2,0.18,1.04,83.66,1.43,Medium
LNP_04543,Sabnis2018,HeLa,48.38,40.79,9.88,0.95,0.503,916.65,10.803,5.798,4,7,7,63.28,124.9,0.1007,-4.47,94.39,13.38,Low
LNP_04544,Patel2020,HEK293,51.51,33.38,14.24,0.87,0.5337,481.42,10.115,5.729,2,3,11,44.79,128.7,0.1166,16.71,92.49,3.26,Medium
LNP_04545,Dahlman2017,Jurkat,47.0,37.2,13.95,1.85,0.561,604.56,7.081,6.066,2,8,17,97.45,79.4,0.1325,5.9,93.33,5.81,High
LNP_04546,Sabnis2018,Jurkat,51.5,32.57,14.05,1.88,0.6537,655.99,8.936,7.089,3,5,16,37.16,69.2,0.2057,11.54,90.83,5.15,Medium
LNP_04547,Miao2020,PC3,41.51,38.65,17.87,1.97,0.4894,803.46,5.594,6.423,0,3,16,61.67,202.4,0.208,-2.03,95.29,15.5,Low
LNP_04548,Sabnis2018,MCF-7,46.05,40.79,12.55,0.61,0.6607,720.15,9.032,5.857,2,9,12,93.38,107.9,0.095,-10.5,91.14,17.36,Medium
LNP_04549,Kulkarni2019,Jurkat,53.66,32.78,12.43,1.14,0.6375,602.7,6.71,5.091,4,8,14,50.23,100.1,0.2317,5.4,89.3,7.87,Low
LNP_04550,Dahlman2017,Jurkat,44.8,39.35,13.34,2.51,0.6184,770.39,8.634,6.856,4,2,15,68.74,93.6,0.1561,7.82,88.56,5.22,Medium
